Sno,Date,Time,State/UnionTerritory,ConfirmedIndianNational,ConfirmedForeignNational,Cured,Deaths,Confirmed,Active,Population Density,Urban Population,Rural Population,Y1_New_Confirmed,Y2_New_Cured,Y3_New_Deaths
5446,22/08/20,8:00 AM,Bihar,-,-,91552,498,117413,25363,"1,102",11758016,92341436,2116,3306,5
5481,23/08/20,8:00 AM,Bihar,-,-,94858,503,119529,24168,"1,102",11758016,92341436,2418,3467,8
5516,24/08/20,8:00 AM,Bihar,-,-,98325,511,121947,23111,"1,102",11758016,92341436,1251,2967,3
5551,25/08/20,8:00 AM,Bihar,-,-,101292,514,123198,21392,"1,102",11758016,92341436,1338,3009,5
5586,26/08/20,8:00 AM,Bihar,-,-,104301,519,124536,19716,"1,102",11758016,92341436,2178,2060,11
5621,27/08/20,8:00 AM,Bihar,-,-,106361,530,126714,19823,"1,102",11758016,92341436,2066,2814,8
5656,28/08/20,8:00 AM,Bihar,-,-,109175,538,128780,19067,"1,102",11758016,92341436,2277,3277,20
5691,29/08/20,8:00 AM,Bihar,-,-,112452,558,131057,18047,"1,102",11758016,92341436,1946,2320,3
5726,30/08/20,8:00 AM,Bihar,-,-,114772,561,133003,17670,"1,102",11758016,92341436,2032,2352,17
5761,31/08/20,8:00 AM,Bihar,-,-,117124,578,135035,17333,"1,102",11758016,92341436,1422,2416,4
5796,01/09/20,8:00 AM,Bihar,-,-,119540,582,136457,16335,"1,102",11758016,92341436,1892,2020,39
5831,02/09/20,8:00 AM,Bihar,-,-,121560,621,138349,16168,"1,102",11758016,92341436,3092,2234,25
5866,03/09/20,8:00 AM,Bihar,-,-,123794,646,141441,17001,"1,102",11758016,92341436,1526,1182,26
5901,04/09/20,8:00 AM,Bihar,-,-,124976,672,142967,17319,"1,102",11758016,92341436,1137,1395,29
5936,05/09/20,8:00 AM,Bihar,-,-,126371,701,144104,17032,"1,102",11758016,92341436,1728,2132,34
5971,06/09/20,8:00 AM,Bihar,-,-,128503,735,145832,16594,"1,102",11758016,92341436,1829,1982,15
6006,07/09/20,8:00 AM,Bihar,-,-,130485,750,147661,16426,"1,102",11758016,92341436,1366,1660,11
6041,08/09/20,8:00 AM,Bihar,-,-,132145,761,149027,16121,"1,102",11758016,92341436,1475,2246,4
6076,09/09/20,8:00 AM,Bihar,-,-,134391,765,150502,15346,"1,102",11758016,92341436,1690,1400,10
6111,10/09/20,8:00 AM,Bihar,-,-,135791,775,152192,15626,"1,102",11758016,92341436,1376,1753,10
6146,11/09/20,8:00 AM,Bihar,-,-,137544,785,153568,15239,"1,102",11758016,92341436,1877,1914,12
6181,12/09/20,8:00 AM,Bihar,-,-,139458,797,155445,15190,"1,102",11758016,92341436,1258,2041,11
6216,13/09/20,8:00 AM,Bihar,-,-,141499,808,156703,14396,"1,102",11758016,92341436,1582,1851,14
6251,14/09/20,8:00 AM,Bihar,-,-,143350,822,158285,14113,"1,102",11758016,92341436,2081,2210,9
6286,15/09/20,8:00 AM,Bihar,-,-,145560,831,160366,13975,"1,102",11758016,92341436,505,1420,5
6321,16/09/20,8:00 AM,Bihar,-,-,146980,836,160871,13055,"1,102",11758016,92341436,1592,1676,12
223,19/03/20,6:00 PM,Chandigarh,1,0,0,0,1,1,"9,252",1026459,28991,0,0,0
243,20/03/20,6:00 PM,Chandigarh,1,0,0,0,1,1,"9,252",1026459,28991,0,0,0
265,21/03/20,6:00 PM,Chandigarh,1,0,0,0,1,1,"9,252",1026459,28991,4,0,0
288,22/03/20,6:00 PM,Chandigarh,5,0,0,0,5,5,"9,252",1026459,28991,1,0,0
311,23/03/20,6:00 PM,Chandigarh,6,0,0,0,6,6,"9,252",1026459,28991,1,0,0
335,24/03/20,6:00 PM,Chandigarh,7,0,0,0,7,7,"9,252",1026459,28991,0,0,0
360,25/03/20,6:00 PM,Chandigarh,7,0,0,0,7,7,"9,252",1026459,28991,0,0,0
369,26/03/20,6:00 PM,Chandigarh,7,0,0,0,7,7,"9,252",1026459,28991,0,0,0
396,27/03/20,10:00 AM,Chandigarh,7,0,0,0,7,7,"9,252",1026459,28991,1,0,0
423,28/03/20,6:00 PM,Chandigarh,8,0,0,0,8,8,"9,252",1026459,28991,0,0,0
450,29/03/20,7:30 PM,Chandigarh,-,-,0,0,8,8,"9,252",1026459,28991,0,0,0
477,30/03/20,9:30 PM,Chandigarh,-,-,0,0,8,8,"9,252",1026459,28991,5,0,0
505,31/03/20,8:30 PM,Chandigarh,-,-,0,0,13,13,"9,252",1026459,28991,3,0,0
534,01/04/20,7:30 PM,Chandigarh,-,-,0,0,16,16,"9,252",1026459,28991,0,0,0
563,02/04/20,6:00 PM,Chandigarh,-,-,0,0,16,16,"9,252",1026459,28991,2,0,0
593,03/04/20,6:00 PM,Chandigarh,-,-,0,0,18,18,"9,252",1026459,28991,0,0,0
624,04/04/20,6:00 PM,Chandigarh,-,-,0,0,18,18,"9,252",1026459,28991,0,0,0
654,05/04/20,6:00 PM,Chandigarh,-,-,0,0,18,18,"9,252",1026459,28991,0,0,0
684,06/04/20,6:00 PM,Chandigarh,-,-,0,0,18,18,"9,252",1026459,28991,0,7,0
714,07/04/20,6:00 PM,Chandigarh,-,-,7,0,18,11,"9,252",1026459,28991,0,0,0
745,08/04/20,5:00 PM,Chandigarh,-,-,7,0,18,11,"9,252",1026459,28991,0,0,0
776,09/04/20,5:00 PM,Chandigarh,-,-,7,0,18,11,"9,252",1026459,28991,0,0,0
807,10/04/20,5:00 PM,Chandigarh,-,-,7,0,18,11,"9,252",1026459,28991,0,0,0
838,11/04/20,5:00 PM,Chandigarh,-,-,7,0,18,11,"9,252",1026459,28991,1,0,0
869,12/04/20,5:00 PM,Chandigarh,-,-,7,0,19,12,"9,252",1026459,28991,2,0,0
900,13/04/20,5:00 PM,Chandigarh,-,-,7,0,21,14,"9,252",1026459,28991,0,0,0
932,14/04/20,5:00 PM,Chandigarh,-,-,7,0,21,14,"9,252",1026459,28991,0,0,0
965,15/04/20,5:00 PM,Chandigarh,-,-,7,0,21,14,"9,252",1026459,28991,0,0,0
998,16/04/20,5:00 PM,Chandigarh,-,-,7,0,21,14,"9,252",1026459,28991,0,2,0
1031,17/04/20,5:00 PM,Chandigarh,-,-,9,0,21,12,"9,252",1026459,28991,0,0,0
1064,18/04/20,5:00 PM,Chandigarh,-,-,9,0,21,12,"9,252",1026459,28991,2,1,0
1097,19/04/20,5:00 PM,Chandigarh,-,-,10,0,23,13,"9,252",1026459,28991,3,3,0
1130,20/04/20,5:00 PM,Chandigarh,-,-,13,0,26,13,"9,252",1026459,28991,0,0,0
1163,21/04/20,5:00 PM,Chandigarh,-,-,13,0,26,13,"9,252",1026459,28991,1,1,0
1196,22/04/20,5:00 PM,Chandigarh,-,-,14,0,27,13,"9,252",1026459,28991,0,0,0
1228,23/04/20,5:00 PM,Chandigarh,-,-,14,0,27,13,"9,252",1026459,28991,0,0,0
1260,24/04/20,5:00 PM,Chandigarh,-,-,14,0,27,13,"9,252",1026459,28991,1,1,0
1292,25/04/20,5:00 PM,Chandigarh,-,-,15,0,28,13,"9,252",1026459,28991,2,2,0
1324,26/04/20,5:00 PM,Chandigarh,-,-,17,0,30,13,"9,252",1026459,28991,0,0,0
1356,27/04/20,5:00 PM,Chandigarh,-,-,17,0,30,13,"9,252",1026459,28991,10,0,0
1388,28/04/20,5:00 PM,Chandigarh,-,-,17,0,40,23,"9,252",1026459,28991,16,0,0
1420,29/04/20,5:00 PM,Chandigarh,-,-,17,0,56,39,"9,252",1026459,28991,0,0,0
1452,30/04/20,5:00 PM,Chandigarh,-,-,17,0,56,39,"9,252",1026459,28991,0,0,0
1484,01/05/20,5:00 PM,Chandigarh,-,-,17,0,56,39,"9,252",1026459,28991,32,0,0
1516,02/05/20,5:00 PM,Chandigarh,-,-,17,0,88,71,"9,252",1026459,28991,6,2,0
1548,03/05/20,5:00 PM,Chandigarh,-,-,19,0,94,75,"9,252",1026459,28991,0,0,0
1580,04/05/20,5:00 PM,Chandigarh,-,-,19,0,94,75,"9,252",1026459,28991,8,2,1
1612,05/05/20,5:00 PM,Chandigarh,-,-,21,1,102,80,"9,252",1026459,28991,9,0,0
1644,06/05/20,8:00 AM,Chandigarh,-,-,21,1,111,89,"9,252",1026459,28991,9,0,0
1677,07/05/20,8:00 AM,Chandigarh,-,-,21,1,120,98,"9,252",1026459,28991,15,0,0
1710,08/05/20,8:00 AM,Chandigarh,-,-,21,1,135,113,"9,252",1026459,28991,15,0,0
1743,09/05/20,8:00 AM,Chandigarh,-,-,21,1,150,128,"9,252",1026459,28991,19,3,1
1776,10/05/20,8:00 AM,Chandigarh,-,-,24,2,169,143,"9,252",1026459,28991,0,0,0
1809,11/05/20,8:00 AM,Chandigarh,-,-,24,2,169,143,"9,252",1026459,28991,5,0,0
1842,12/05/20,8:00 AM,Chandigarh,-,-,24,2,174,148,"9,252",1026459,28991,13,4,1
1875,13/05/20,8:00 AM,Chandigarh,-,-,28,3,187,156,"9,252",1026459,28991,0,0,0
1908,14/05/20,8:00 AM,Chandigarh,-,-,28,3,187,156,"9,252",1026459,28991,4,9,0
1941,15/05/20,8:00 AM,Chandigarh,-,-,37,3,191,151,"9,252",1026459,28991,0,0,0
1974,16/05/20,8:00 AM,Chandigarh,-,-,37,3,191,151,"9,252",1026459,28991,0,14,0
2007,17/05/20,8:00 AM,Chandigarh,-,-,51,3,191,137,"9,252",1026459,28991,0,0,0
2040,18/05/20,8:00 AM,Chandigarh,-,-,51,3,191,137,"9,252",1026459,28991,5,3,0
2073,19/05/20,8:00 AM,Chandigarh,-,-,54,3,196,139,"9,252",1026459,28991,4,3,0
2106,20/05/20,8:00 AM,Chandigarh,-,-,57,3,200,140,"9,252",1026459,28991,2,0,0
2140,21/05/20,8:00 AM,Chandigarh,-,-,57,3,202,142,"9,252",1026459,28991,15,82,0
2174,22/05/20,8:00 AM,Chandigarh,-,-,139,3,217,75,"9,252",1026459,28991,1,39,0
2208,23/05/20,8:00 AM,Chandigarh,-,-,178,3,218,37,"9,252",1026459,28991,7,1,0
2242,24/05/20,8:00 AM,Chandigarh,-,-,179,3,225,43,"9,252",1026459,28991,13,7,0
2277,25/05/20,8:00 AM,Chandigarh,-,-,186,3,238,49,"9,252",1026459,28991,0,0,0
2312,26/05/20,8:00 AM,Chandigarh,-,-,186,3,238,49,"9,252",1026459,28991,28,1,1
2348,27/05/20,8:00 AM,Chandigarh,-,-,187,4,266,75,"9,252",1026459,28991,13,0,0
2384,28/05/20,8:00 AM,Chandigarh,-,-,187,4,279,88,"9,252",1026459,28991,9,2,0
2420,29/05/20,8:00 AM,Chandigarh,-,-,189,4,288,95,"9,252",1026459,28991,1,0,0
2456,30/05/20,8:00 AM,Chandigarh,-,-,189,4,289,96,"9,252",1026459,28991,0,0,0
2492,31/05/20,8:00 AM,Chandigarh,-,-,189,4,289,96,"9,252",1026459,28991,4,10,0
2528,01/06/20,8:00 AM,Chandigarh,-,-,199,4,293,90,"9,252",1026459,28991,1,0,0
2564,02/06/20,8:00 AM,Chandigarh,-,-,199,4,294,91,"9,252",1026459,28991,7,15,1
2600,03/06/20,8:00 AM,Chandigarh,-,-,214,5,301,82,"9,252",1026459,28991,0,0,0
2636,04/06/20,8:00 AM,Chandigarh,-,-,214,5,301,82,"9,252",1026459,28991,0,0,0
2672,05/06/20,8:00 AM,Chandigarh,-,-,214,5,301,82,"9,252",1026459,28991,3,8,0
2708,06/06/20,8:00 AM,Chandigarh,-,-,222,5,304,77,"9,252",1026459,28991,5,51,0
2744,07/06/20,8:00 AM,Chandigarh,-,-,273,5,309,31,"9,252",1026459,28991,5,0,0
2780,08/06/20,8:00 AM,Chandigarh,-,-,273,5,314,36,"9,252",1026459,28991,3,0,0
2816,09/06/20,8:00 AM,Chandigarh,-,-,273,5,317,39,"9,252",1026459,28991,6,13,0
2852,10/06/20,8:00 AM,Chandigarh,-,-,286,5,323,32,"9,252",1026459,28991,4,0,0
2888,11/06/20,8:00 AM,Chandigarh,-,-,286,5,327,36,"9,252",1026459,28991,5,0,0
2925,12/06/20,8:00 AM,Chandigarh,-,-,286,5,332,41,"9,252",1026459,28991,2,0,0
2961,13/06/20,8:00 AM,Chandigarh,-,-,286,5,334,43,"9,252",1026459,28991,11,0,0
2997,14/06/20,8:00 AM,Chandigarh,-,-,286,5,345,54,"9,252",1026459,28991,7,7,0
3033,15/06/20,8:00 AM,Chandigarh,-,-,293,5,352,54,"9,252",1026459,28991,2,3,1
3069,16/06/20,8:00 AM,Chandigarh,-,-,296,6,354,52,"9,252",1026459,28991,4,6,0
3105,17/06/20,8:00 AM,Chandigarh,-,-,302,6,358,50,"9,252",1026459,28991,10,1,0
3141,18/06/20,8:00 AM,Chandigarh,-,-,303,6,368,59,"9,252",1026459,28991,6,3,0
3177,19/06/20,8:00 AM,Chandigarh,-,-,306,6,374,62,"9,252",1026459,28991,7,9,0
3213,20/06/20,8:00 AM,Chandigarh,-,-,315,6,381,60,"9,252",1026459,28991,23,1,0
3249,21/06/20,8:00 AM,Chandigarh,-,-,316,6,404,82,"9,252",1026459,28991,2,0,0
3285,22/06/20,8:00 AM,Chandigarh,-,-,316,6,406,84,"9,252",1026459,28991,5,6,0
3321,23/06/20,8:00 AM,Chandigarh,-,-,322,6,411,83,"9,252",1026459,28991,7,0,0
3357,24/06/20,8:00 AM,Chandigarh,-,-,322,6,418,90,"9,252",1026459,28991,2,1,0
3393,25/06/20,8:00 AM,Chandigarh,-,-,323,6,420,91,"9,252",1026459,28991,3,6,0
3429,26/06/20,8:00 AM,Chandigarh,-,-,329,6,423,88,"9,252",1026459,28991,2,6,0
3465,27/06/20,8:00 AM,Chandigarh,-,-,335,6,425,84,"9,252",1026459,28991,3,0,0
3501,28/06/20,8:00 AM,Chandigarh,-,-,335,6,428,87,"9,252",1026459,28991,1,1,0
3537,29/06/20,8:00 AM,Chandigarh,-,-,336,6,429,87,"9,252",1026459,28991,6,13,0
3573,30/06/20,8:00 AM,Chandigarh,-,-,349,6,435,80,"9,252",1026459,28991,5,15,0
3609,01/07/20,8:00 AM,Chandigarh,-,-,364,6,440,70,"9,252",1026459,28991,6,3,0
3645,02/07/20,8:00 AM,Chandigarh,-,-,367,6,446,73,"9,252",1026459,28991,4,22,0
3681,03/07/20,8:00 AM,Chandigarh,-,-,389,6,450,55,"9,252",1026459,28991,7,4,0
3717,04/07/20,8:00 AM,Chandigarh,-,-,393,6,457,58,"9,252",1026459,28991,3,2,0
3753,05/07/20,8:00 AM,Chandigarh,-,-,395,6,460,59,"9,252",1026459,28991,6,0,0
3789,06/07/20,8:00 AM,Chandigarh,-,-,395,6,466,65,"9,252",1026459,28991,23,6,0
3825,07/07/20,8:00 AM,Chandigarh,-,-,401,6,489,82,"9,252",1026459,28991,5,0,1
3861,08/07/20,8:00 AM,Chandigarh,-,-,401,7,494,86,"9,252",1026459,28991,19,1,0
3897,09/07/20,8:00 AM,Chandigarh,-,-,402,7,513,104,"9,252",1026459,28991,10,1,0
3933,10/07/20,8:00 AM,Chandigarh,-,-,403,7,523,113,"9,252",1026459,28991,16,5,0
3969,11/07/20,8:00 AM,Chandigarh,-,-,408,7,539,124,"9,252",1026459,28991,16,5,0
4005,12/07/20,8:00 AM,Chandigarh,-,-,413,7,555,135,"9,252",1026459,28991,4,4,1
4041,13/07/20,8:00 AM,Chandigarh,-,-,417,8,559,134,"9,252",1026459,28991,29,6,0
4077,14/07/20,8:00 AM,Chandigarh,-,-,423,8,588,157,"9,252",1026459,28991,12,23,2
4113,15/07/20,8:00 AM,Chandigarh,-,-,446,10,600,144,"9,252",1026459,28991,25,13,1
4149,16/07/20,8:00 AM,Chandigarh,-,-,459,11,625,155,"9,252",1026459,28991,26,17,0
4185,17/07/20,8:00 AM,Chandigarh,-,-,476,11,651,164,"9,252",1026459,28991,9,4,0
4221,18/07/20,8:00 AM,Chandigarh,-,-,480,11,660,169,"9,252",1026459,28991,40,5,1
4257,19/07/20,8:00 AM,Chandigarh,-,-,485,12,700,203,"9,252",1026459,28991,17,3,0
4292,20/07/20,8:00 AM,Chandigarh,-,-,488,12,717,217,"9,252",1026459,28991,20,30,0
4327,21/07/20,8:00 AM,Chandigarh,-,-,518,12,737,207,"9,252",1026459,28991,14,0,0
4362,22/07/20,8:00 AM,Chandigarh,-,-,518,12,751,221,"9,252",1026459,28991,42,8,1
4397,23/07/20,8:00 AM,Chandigarh,-,-,526,13,793,254,"9,252",1026459,28991,7,5,0
4432,24/07/20,8:00 AM,Chandigarh,-,-,531,13,800,256,"9,252",1026459,28991,23,4,0
4467,25/07/20,8:00 AM,Chandigarh,-,-,535,13,823,275,"9,252",1026459,28991,29,20,0
4502,26/07/20,8:00 AM,Chandigarh,-,-,555,13,852,284,"9,252",1026459,28991,35,17,0
4537,27/07/20,8:00 AM,Chandigarh,-,-,572,13,887,302,"9,252",1026459,28991,23,3,1
4572,28/07/20,8:00 AM,Chandigarh,-,-,575,14,910,321,"9,252",1026459,28991,24,24,0
4607,29/07/20,8:00 AM,Chandigarh,-,-,599,14,934,321,"9,252",1026459,28991,44,12,0
4642,30/07/20,8:00 AM,Chandigarh,-,-,611,14,978,353,"9,252",1026459,28991,38,36,0
4677,31/07/20,8:00 AM,Chandigarh,-,-,647,14,1016,355,"9,252",1026459,28991,35,20,1
4712,01/08/20,8:00 AM,Chandigarh,-,-,667,15,1051,369,"9,252",1026459,28991,28,16,3
4747,02/08/20,8:00 AM,Chandigarh,-,-,683,18,1079,378,"9,252",1026459,28991,38,15,1
4782,03/08/20,8:00 AM,Chandigarh,-,-,698,19,1117,400,"9,252",1026459,28991,42,8,0
4817,04/08/20,8:00 AM,Chandigarh,-,-,706,19,1159,434,"9,252",1026459,28991,47,9,1
4852,05/08/20,8:00 AM,Chandigarh,-,-,715,20,1206,471,"9,252",1026459,28991,64,0,0
4887,06/08/20,8:00 AM,Chandigarh,-,-,715,20,1270,535,"9,252",1026459,28991,57,62,0
4922,07/08/20,8:00 AM,Chandigarh,-,-,777,20,1327,530,"9,252",1026459,28991,47,43,3
4957,08/08/20,8:00 AM,Chandigarh,-,-,820,23,1374,531,"9,252",1026459,28991,52,52,1
4992,09/08/20,8:00 AM,Chandigarh,-,-,872,24,1426,530,"9,252",1026459,28991,89,32,1
5027,10/08/20,8:00 AM,Chandigarh,-,-,904,25,1515,586,"9,252",1026459,28991,80,100,0
5062,11/08/20,8:00 AM,Chandigarh,-,-,1004,25,1595,566,"9,252",1026459,28991,75,11,1
5097,12/08/20,8:00 AM,Chandigarh,-,-,1015,26,1670,629,"9,252",1026459,28991,81,8,0
5132,13/08/20,8:00 AM,Chandigarh,-,-,1023,26,1751,702,"9,252",1026459,28991,91,53,1
5167,14/08/20,8:00 AM,Chandigarh,-,-,1076,27,1842,739,"9,252",1026459,28991,86,15,1
5202,15/08/20,8:00 AM,Chandigarh,-,-,1091,28,1928,809,"9,252",1026459,28991,81,27,0
5237,16/08/20,8:00 AM,Chandigarh,-,-,1118,28,2009,863,"9,252",1026459,28991,93,19,1
5272,17/08/20,8:00 AM,Chandigarh,-,-,1137,29,2102,936,"9,252",1026459,28991,114,46,1
5307,18/08/20,8:00 AM,Chandigarh,-,-,1183,30,2216,1003,"9,252",1026459,28991,89,60,0
5342,19/08/20,8:00 AM,Chandigarh,-,-,1243,30,2305,1032,"9,252",1026459,28991,91,108,1
5377,20/08/20,8:00 AM,Chandigarh,-,-,1351,31,2396,1014,"9,252",1026459,28991,119,39,0
5412,21/08/20,8:00 AM,Chandigarh,-,-,1390,31,2515,1094,"9,252",1026459,28991,116,36,2
5447,22/08/20,8:00 AM,Chandigarh,-,-,1426,33,2631,1172,"9,252",1026459,28991,145,45,0
5482,23/08/20,8:00 AM,Chandigarh,-,-,1471,33,2776,1272,"9,252",1026459,28991,142,21,4
5517,24/08/20,8:00 AM,Chandigarh,-,-,1492,37,2918,1389,"9,252",1026459,28991,117,154,0
5552,25/08/20,8:00 AM,Chandigarh,-,-,1646,37,3035,1352,"9,252",1026459,28991,174,67,3
5587,26/08/20,8:00 AM,Chandigarh,-,-,1713,40,3209,1456,"9,252",1026459,28991,167,83,1
5622,27/08/20,8:00 AM,Chandigarh,-,-,1796,41,3376,1539,"9,252",1026459,28991,188,181,2
5657,28/08/20,8:00 AM,Chandigarh,-,-,1977,43,3564,1544,"9,252",1026459,28991,160,130,2
5692,29/08/20,8:00 AM,Chandigarh,-,-,2107,45,3724,1572,"9,252",1026459,28991,261,141,0
5727,30/08/20,8:00 AM,Chandigarh,-,-,2248,45,3985,1692,"9,252",1026459,28991,170,48,7
5762,31/08/20,8:00 AM,Chandigarh,-,-,2296,52,4155,1807,"9,252",1026459,28991,191,135,4
5797,01/09/20,8:00 AM,Chandigarh,-,-,2431,56,4346,1859,"9,252",1026459,28991,204,120,1
5832,02/09/20,8:00 AM,Chandigarh,-,-,2551,57,4550,1942,"9,252",1026459,28991,239,119,2
5867,03/09/20,8:00 AM,Chandigarh,-,-,2670,59,4789,2060,"9,252",1026459,28991,276,213,4
5902,04/09/20,8:00 AM,Chandigarh,-,-,2883,63,5065,2119,"9,252",1026459,28991,203,222,5
5937,05/09/20,8:00 AM,Chandigarh,-,-,3105,68,5268,2095,"9,252",1026459,28991,234,185,1
5972,06/09/20,8:00 AM,Chandigarh,-,-,3290,69,5502,2143,"9,252",1026459,28991,261,149,2
6007,07/09/20,8:00 AM,Chandigarh,-,-,3439,71,5763,2253,"9,252",1026459,28991,232,295,3
6042,08/09/20,8:00 AM,Chandigarh,-,-,3734,74,5995,2187,"9,252",1026459,28991,377,226,4
6077,09/09/20,8:00 AM,Chandigarh,-,-,3960,78,6372,2334,"9,252",1026459,28991,332,180,2
6112,10/09/20,8:00 AM,Chandigarh,-,-,4140,80,6704,2484,"9,252",1026459,28991,283,191,3
6147,11/09/20,8:00 AM,Chandigarh,-,-,4331,83,6987,2573,"9,252",1026459,28991,305,269,3
6182,12/09/20,8:00 AM,Chandigarh,-,-,4600,86,7292,2606,"9,252",1026459,28991,250,264,6
6217,13/09/20,8:00 AM,Chandigarh,-,-,4864,92,7542,2586,"9,252",1026459,28991,449,306,1
6252,14/09/20,8:00 AM,Chandigarh,-,-,5170,93,7991,2728,"9,252",1026459,28991,254,130,5
6287,15/09/20,8:00 AM,Chandigarh,-,-,5300,98,8245,2847,"9,252",1026459,28991,347,202,1
6322,16/09/20,8:00 AM,Chandigarh,-,-,5502,99,8592,2991,"9,252",1026459,28991,366,181,5
211,19/03/20,6:00 PM,Chhattisgarh,1,0,0,0,1,1,189,5937237,19607961,0,0,0
230,20/03/20,6:00 PM,Chhattisgarh,1,0,0,0,1,1,189,5937237,19607961,0,0,0
250,21/03/20,6:00 PM,Chhattisgarh,1,0,0,0,1,1,189,5937237,19607961,0,0,0
273,22/03/20,6:00 PM,Chhattisgarh,1,0,0,0,1,1,189,5937237,19607961,0,0,0
296,23/03/20,6:00 PM,Chhattisgarh,1,0,0,0,1,1,189,5937237,19607961,0,0,0
319,24/03/20,6:00 PM,Chhattisgarh,1,0,0,0,1,1,189,5937237,19607961,0,0,0
343,25/03/20,6:00 PM,Chhattisgarh,1,0,0,0,1,1,189,5937237,19607961,5,0,0
370,26/03/20,6:00 PM,Chhattisgarh,6,0,0,0,6,6,189,5937237,19607961,0,0,0
397,27/03/20,10:00 AM,Chhattisgarh,6,0,0,0,6,6,189,5937237,19607961,0,0,0
424,28/03/20,6:00 PM,Chhattisgarh,6,0,0,0,6,6,189,5937237,19607961,1,0,0
451,29/03/20,7:30 PM,Chhattisgarh,-,-,0,0,7,7,189,5937237,19607961,0,0,0
478,30/03/20,9:30 PM,Chhattisgarh,-,-,0,0,7,7,189,5937237,19607961,1,0,0
506,31/03/20,8:30 PM,Chhattisgarh,-,-,0,0,8,8,189,5937237,19607961,1,2,0
535,01/04/20,7:30 PM,Chhattisgarh,-,-,2,0,9,7,189,5937237,19607961,0,0,0
564,02/04/20,6:00 PM,Chhattisgarh,-,-,2,0,9,7,189,5937237,19607961,0,1,0
594,03/04/20,6:00 PM,Chhattisgarh,-,-,3,0,9,6,189,5937237,19607961,0,0,0
625,04/04/20,6:00 PM,Chhattisgarh,-,-,3,0,9,6,189,5937237,19607961,0,0,0
655,05/04/20,6:00 PM,Chhattisgarh,-,-,3,0,9,6,189,5937237,19607961,1,5,0
685,06/04/20,6:00 PM,Chhattisgarh,-,-,8,0,10,2,189,5937237,19607961,0,1,0
715,07/04/20,6:00 PM,Chhattisgarh,-,-,9,0,10,1,189,5937237,19607961,0,0,0
746,08/04/20,5:00 PM,Chhattisgarh,-,-,9,0,10,1,189,5937237,19607961,0,0,0
777,09/04/20,5:00 PM,Chhattisgarh,-,-,9,0,10,1,189,5937237,19607961,0,0,0
808,10/04/20,5:00 PM,Chhattisgarh,-,-,9,0,10,1,189,5937237,19607961,8,0,0
839,11/04/20,5:00 PM,Chhattisgarh,-,-,9,0,18,9,189,5937237,19607961,7,1,0
870,12/04/20,5:00 PM,Chhattisgarh,-,-,10,0,25,15,189,5937237,19607961,6,0,0
901,13/04/20,5:00 PM,Chhattisgarh,-,-,10,0,31,21,189,5937237,19607961,0,0,0
933,14/04/20,5:00 PM,Chhattisgarh,-,-,10,0,31,21,189,5937237,19607961,2,3,0
966,15/04/20,5:00 PM,Chhattisgarh,-,-,13,0,33,20,189,5937237,19607961,0,4,0
999,16/04/20,5:00 PM,Chhattisgarh,-,-,17,0,33,16,189,5937237,19607961,3,6,0
1032,17/04/20,5:00 PM,Chhattisgarh,-,-,23,0,36,13,189,5937237,19607961,0,1,0
1065,18/04/20,5:00 PM,Chhattisgarh,-,-,24,0,36,12,189,5937237,19607961,0,0,0
1098,19/04/20,5:00 PM,Chhattisgarh,-,-,24,0,36,12,189,5937237,19607961,0,1,0
1131,20/04/20,5:00 PM,Chhattisgarh,-,-,25,0,36,11,189,5937237,19607961,0,0,0
1164,21/04/20,5:00 PM,Chhattisgarh,-,-,25,0,36,11,189,5937237,19607961,0,1,0
1197,22/04/20,5:00 PM,Chhattisgarh,-,-,26,0,36,10,189,5937237,19607961,0,2,0
1229,23/04/20,5:00 PM,Chhattisgarh,-,-,28,0,36,8,189,5937237,19607961,0,0,0
1261,24/04/20,5:00 PM,Chhattisgarh,-,-,28,0,36,8,189,5937237,19607961,0,2,0
1293,25/04/20,5:00 PM,Chhattisgarh,-,-,30,0,36,6,189,5937237,19607961,1,2,0
1325,26/04/20,5:00 PM,Chhattisgarh,-,-,32,0,37,5,189,5937237,19607961,0,0,0
1357,27/04/20,5:00 PM,Chhattisgarh,-,-,32,0,37,5,189,5937237,19607961,0,0,0
1389,28/04/20,5:00 PM,Chhattisgarh,-,-,32,0,37,5,189,5937237,19607961,1,2,0
1421,29/04/20,5:00 PM,Chhattisgarh,-,-,34,0,38,4,189,5937237,19607961,0,2,0
1453,30/04/20,5:00 PM,Chhattisgarh,-,-,36,0,38,2,189,5937237,19607961,2,0,0
1485,01/05/20,5:00 PM,Chhattisgarh,-,-,36,0,40,4,189,5937237,19607961,3,0,0
1517,02/05/20,5:00 PM,Chhattisgarh,-,-,36,0,43,7,189,5937237,19607961,0,0,0
1549,03/05/20,5:00 PM,Chhattisgarh,-,-,36,0,43,7,189,5937237,19607961,14,0,0
1581,04/05/20,5:00 PM,Chhattisgarh,-,-,36,0,57,21,189,5937237,19607961,1,0,0
1613,05/05/20,5:00 PM,Chhattisgarh,-,-,36,0,58,22,189,5937237,19607961,1,0,0
1645,06/05/20,8:00 AM,Chhattisgarh,-,-,36,0,59,23,189,5937237,19607961,0,0,0
1678,07/05/20,8:00 AM,Chhattisgarh,-,-,36,0,59,23,189,5937237,19607961,0,2,0
1711,08/05/20,8:00 AM,Chhattisgarh,-,-,38,0,59,21,189,5937237,19607961,0,0,0
